tweet_text,tweet_id,user_name,user_screen_name,user_location,user_description,user_follower_count,user_friends_count,user_listed_count,user_statuses_count,user_favourites_count,user_verified,user_default_profile_image,user_default_profile,user_protected,user_created_at
b'#citizenshipamendmentbill2019 \\u0915\\u0947 \\u0938\\u092e\\u0930\\u094d\\u0925\\u0928 \\u092e\\u0947\\u0902 \\u0939\\u093f\\u0928\\u094d\\u0926 \\u0938\\u094d\\u092a\\u094b\\u0930\\u094d\\u091f\\u093f\\u0902\\u0917 \\u092e\\u0948\\u0926\\u093e\\u0928 \\u0930\\u093e\\u092f\\u092a\\u0941\\u0930 \\u092e\\u0947\\u0902 \\u0906\\u092f\\u094b\\u091c\\u093f\\u0924 \\u0935\\u093f\\u0936\\u093e\\u0932 \\u091c\\u0928\\u0938\\u092d\\u093e \\u0915\\u094b \\u0938\\u0902\\u092c\\u094b\\u0927\\u093f\\u0924 \\u0915\\u0930\\u0928\\u0947 \\u091b\\u2026 https://t.co/2nh00Ni4ax',b'1219976531742580738',b'Santosh Pandey',b'santoshpandey44',"b'Kawardha, India'","b'\\u0938\\u093e\\u0902\\u0938\\u0926, \\u0930\\u093e\\u091c\\u0928\\u093e\\u0926\\u0917\\u093e\\u0902\\u0935 \\u0932\\u094b\\u0915\\u0938\\u092d\\u093e | \\u092d\\u093e\\u091c\\u092a\\u093e \\u092a\\u094d\\u0930\\u0926\\u0947\\u0936 \\u092e\\u0939\\u093e\\u092e\\u0902\\u0924\\u094d\\u0930\\u0940, \\u091b\\u0924\\u094d\\u0924\\u0940\\u0938\\u0917\\u095d'",b'2415',b'111',b'7',b'1206',b'1441',b'True',b'False',b'False',b'False',b'2016-05-28 12:20:21'
"b'@kanhaiyakumar \\u091a\\u091a\\u093e \\u0939\\u094b \\u091a\\u091a\\u093e,, \\u0906\\u0936\\u093c\\u093f\\u0915\\u0940 \\u092c\\u093e\\u0926 \\u092e\\u0947\\u0902 \\u0915\\u0930\\u0928\\u093e\\n    \\u092a\\u0939\\u0932\\u0947 \\u0915\\u093e\\u0917\\u091c\\u093c \\u0922\\u0942\\u0902\\u0922 \\u0932\\u094b \\u0915\\u093e\\u0917\\u091c \\U0001f601\\U0001f601\\n\\n#ISupportCAA #ISupportNPR\\u2026 https://t.co/YS1LePuzE9'",b'1219975317936173056',b'\\U0001f1ee\\U0001f1f3Tanu sharma \\U0001f1ee\\U0001f1f3',b'TanuSha48355266',"b'Uttar Pradesh, India'",b'\\u092e\\u094b\\u0926\\u0940 \\u0932\\u093e\\u0935\\u094b \\u091c\\u094b\\u0930\\u094b \\u0938\\u0947 \\u0926\\u0947\\u0936 \\u092c\\u091a\\u093e\\u0913 \\u0907\\u0928 \\u091a\\u094b\\u0930\\u094b \\u0938\\u0947',b'139',b'237',b'0',b'5217',b'2214',b'False',b'False',b'True',b'False',b'2018-09-26 10:02:14'
b'@sanatani999 @NidhiKa91295891 @Real_Anuj \\u0910\\u0938\\u093e \\u0938\\u092a\\u0928\\u093e \\u0915\\u094d\\u092f\\u094b \\u0926\\u0947\\u0916\\u0928\\u093e \\u091c\\u094b \\u0928\\u0940\\u0902\\u0926 \\u0916\\u0941\\u0932\\u0924\\u0947 \\u0939\\u0940 \\u091f\\u0942\\u091f \\u091c\\u093e\\u090f\\u0902 \\u0964\\n#IsupportCAA',b'1219972998066655233',b'Arun Kr Singh ( Ujjain )',b'Arun_ujjain',"b'Varanasi, India'","b'\\u092e\\u0948 \\u090f\\u0915 \\u092d\\u093e\\u0930\\u0924\\u0940\\u092f \\u0939\\u0942\\u0901, \\u092e\\u0941\\u091d\\u0947 \\u092d\\u093e\\u0930\\u0924\\u0940\\u092f \\u0939\\u094b\\u0928\\u0947 \\u092a\\u0930 \\u0917\\u0930\\u094d\\u0935 \\u0939\\u0948\\u0902 \\u0964\\n\\u092d\\u093e\\u0930\\u0924 \\u092e\\u093e\\u0924\\u093e \\u0915\\u0940 \\u091c\\u092f \\n                  \\u0935\\u0928\\u094d\\u0926\\u0947 \\u092e\\u093e\\u0924\\u0930\\u092e\\u094d \\n             \\U0001f1ee\\U0001f1f3 \\u091c\\u092f \\u0939\\u093f\\u0928\\u094d\\u0926 \\u0964\\u0964'",b'252',b'269',b'0',b'3479',b'21686',b'False',b'False',b'True',b'False',b'2018-12-04 02:17:28'
b'@sajidmalik1355 @dugarsanjays @AmitShah Kyu? Already \\u201cContract\\u201d me ho kya? \\U0001f604#ISupportCAA_NRC #IsupportCAA #IndiaSupportsCAA',b'1219972400374153216',b'HarHar Mahadev',b'HarHarM06521283',b'',b'',b'2',b'2',b'0',b'21',b'67',b'False',b'True',b'True',b'False',b'2020-01-07 08:05:55'
b'@BBCHindi #IsupportCAA \\n#IndianSupportsCAA',b'1219970079086931969',b'Aditri',b'Aditri53827621',b'',b'\\u0964\\u0950\\u0964\\u0939\\u093e\\u091c\\u093f\\u0930 \\u091c\\u0935\\u093e\\u092c\\u0940\\u0964\\u0964\\u0906\\u0915\\u094d\\u0930\\u093e\\u092e\\u0915 \\u092e\\u093f\\u091c\\u093e\\u091c\\u0964\\u0964\\u0926\\u0947\\u0936\\u0939\\u093f\\u0924 \\u0915\\u0940 \\u092c\\u093e\\u0924\\u0964\\u0964\\u092e\\u094b\\u0926\\u0940 \\u091c\\u0940 \\u0938\\u0947 Inspired\\u0964\\u0964\\u0926\\u0947\\u0936 \\u0915\\u0947 \\u0916\\u093f\\u0932\\u093e\\u092b \\u0915\\u0941\\u091b \\u092d\\u0940 \\u092c\\u0930\\u094d\\u0926\\u093e\\u0936\\u094d\\u0924 \\u0928\\u0939\\u0940\\u0964\\u0964\\n\\u0964\\u0950\\u0964',b'663',b'935',b'0',b'4268',b'2486',b'False',b'False',b'True',b'False',b'2019-12-18 12:02:55'
b'\\u0906\\u091c #CAA \\u0928\\u093e\\u0917\\u0930\\u093f\\u0915\\u0924\\u093e \\u0938\\u0902\\u0936\\u094b\\u0927\\u0928 \\u0915\\u093e\\u0928\\u0942\\u0928 2019 \\u0915\\u0947 \\u0938\\u092e\\u0930\\u094d\\u0925\\u0928 \\u092e\\u0947\\u0902 \\u0938\\u092e\\u0930\\u094d\\u0925\\u0915\\u094b \\u0915\\u0947 \\u0938\\u093e\\u0925 \\u0939\\u0930\\u092e\\u0941\\u0916\\u092a\\u0941\\u0930\\u0940 \\u092e\\u094b\\u0926\\u0940\\u0928\\u0917\\u0930 \\u0938\\u0947 \\u092c\\u0938 \\u0926\\u0941\\u0906\\u0930\\u093e \\u092e\\u0947\\u0930\\u0920 \\u0930\\u0948\\u0932\\u0940 \\u092e\\u0947\\u0902 \\u091c\\u093e\\u0924\\u0947 \\u0939\\u0941\\u2026 https://t.co/8JYPTARMWh',b'1219969727046606848',b'Jeet Singh',b'jeet896',"b'Uttar Pradesh, India'",b'Bharat Mata Ki Jai \\n\\u0935\\u0928\\u094d\\u0926\\u0947 \\u092e\\u093e\\u0924\\u0930\\u092e\\u094d',b'628',b'97',b'19',b'28481',b'646',b'False',b'False',b'False',b'False',b'2010-12-29 13:17:22'
"b'\\u0939\\u093e\\u0925 \\u091c\\u094b\\u0921\\u093c \\u0915\\u0930 \\u0935\\u093f\\u0928\\u0924\\u0940 \\u0915\\u0930\\u0924\\u093e \\u0939\\u0942\\u0901 \\u0907\\u0938 \\u0926\\u0947\\u0936 \\u0915\\u0947 Muslim \\u092d\\u093e\\u0907\\u092f\\u094b\\u0902 \\u0914\\u0930 \\u092c\\u0939\\u0928\\u094b \\u0938\\u0947 \\u091c\\u092c \\u0924\\u0915 CAA \\u0935\\u093e\\u092a\\u093f\\u0938 \\u0928\\u0939\\u0940\\u0902 \\u0939\\u094b \\u091c\\u093e\\u0924\\u093e, \\u0935\\u094b\\u091f \\u092e\\u0924 \\u0915\\u0930\\u0928\\u093e\\u0964 \\u092a\\u0942\\u0930\\u093e \\u0926\\u0947\\u0936\\u2026 https://t.co/mRhKq1Du6c'",b'1219959920981733376',b'LEKHRAJ SAPKOTA I SUPPORT #CAA',b'LekhrajSapkota1',b'\\u092d\\u093e\\u0930\\u0924\\u0935\\u0930\\u094d\\u0937',"b'\\u0918\\u0930 \\u0915\\u0940 \\u091a\\u0939\\u0932 \\u092a\\u0939\\u0932 \\u0939\\u0948 \\u092c\\u0947\\u091f\\u0940..,\\u091c\\u0940\\u0935\\u0928 \\u092e\\u0947\\u0902 \\u0916\\u093f\\u0932\\u093e \\u0915\\u092e\\u0932 \\u0939\\u0948 \\u092c\\u0947\\u091f\\u0940..\\u0964\\u0915\\u092d\\u0940 \\u0927\\u0942\\u092a \\u0917\\u0941\\u0928\\u0917\\u0941\\u0928\\u0940 \\u0938\\u0941\\u0939\\u093e\\u0928\\u0940 ..,\\u0915\\u092d\\u0940 \\u091a\\u093e\\u0901\\u0926 \\u0936\\u0940\\u0924\\u0932 \\u0939\\u0948 \\u092c\\u0947\\u091f\\u0940..\\u0964\\u0964'",b'219',b'1050',b'0',b'12944',b'11202',b'False',b'False',b'True',b'False',b'2017-03-05 21:51:29'
"b'"" \\u0939\\u0930 \\u0926\\u093f\\u0932 \\u092e\\u0947\\u0902 \\u0924\\u093f\\u0930\\u0902\\u0917\\u093e \\u0930\\u0939\\u0924\\u093e \\u0939\\u0948\\u0902 "" \\u270c\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3\\n\\u0905\\u092a\\u0928\\u0947 \\u092e\\u0930\\u094d\\u091c\\u0940 \\u0915\\u0947 \\u0939\\u092e \\u0916\\u0941\\u0926\\u093e \\U0001f600\\U0001f600\\n\\u0906\\u0924\\u0940 \\u0939\\u0948\\u0902 \\u091c\\u0940\\u0924 \\u0915\\u0940 \\u0905\\u0926\\u093e \\U0001f642\\n( #RepublicDay2020  coming soon\\u2026 https://t.co/a98IdQy19T'",b'1219959653624418304',b'Suraj GR \\u270c\\U0001f1ee\\U0001f1f3',b'SURAJGR2',"b'Mumbai, India '","b'Public Servant \\U0001f642\\U0001f64f\\nMumbai,  Maharashtra.'",b'1668',b'1840',b'0',b'16396',b'18020',b'False',b'False',b'True',b'False',b'2018-10-28 18:45:33'
b'Bharat mata ke samman me rastra bhakth medan me.... #ISupportCAA https://t.co/tHS9i9BBPA',b'1219959386187141120',b'Er. Hemant Yadav',b'Yadavhemant19',b'India',b'',b'27',b'50',b'0',b'322',b'902',b'False',b'False',b'True',b'False',b'2018-04-30 04:14:03'
b'Some Anti-CAA protestors came in to spread their propaganda but the nationalist crowd made them run away\\U0001f602\\U0001f602\\U0001f602Watch ti\\u2026 https://t.co/2wymTEM78X',b'1219953235194081281',b'\\u03c6',b'decibel008',b'Gujarat',b'',b'1374',b'286',b'6',b'11308',b'20473',b'False',b'False',b'True',b'False',b'2017-12-02 13:43:53'
