tweet_text,tweet_id,user_name,user_screen_name,user_location,user_description,user_follower_count,user_friends_count,user_listed_count,user_statuses_count,user_favourites_count,user_verified,user_default_profile_image,user_default_profile,user_protected,user_created_at
b'#WednesdayMotivation #WednesdayThoughts #WednesdayWisdom #WednesdayVibes #wednesdaymorning #blogging #quotes\\u2026 https://t.co/5tcxpywfg0',b'1220011493942493184',b'Author Tarun Deep Singh',b'ATdsingh',b'India',b'#sikh #poet #bookreviewer.\\nFollower of #gurugranthsahibji.\\nI write to thank my saviour Dhan Shri Guru Gobind Singh Ji.\\n#author of 3 books. US Patent Holder.',b'6040',b'5872',b'18',b'1293',b'4021',b'False',b'False',b'True',b'False',b'2019-10-21 17:56:18'
b'#IndiaSupportsCAA #IndoreSupportsCAA to support CAA raily in indore https://t.co/e47SH4xz5t',b'1220011478754807809',b'Abhinav sahu',b'abhinav7786',b'indore',b'if u want to kill anyone then you will kill ourself first',b'28',b'177',b'0',b'281',b'10',b'False',b'False',b'False',b'False',b'2010-04-05 11:05:45'
"b'@sardesairajdeep @IndiaToday \\u092a\\u094d\\u0930\\u0926\\u0930\\u094d\\u0936\\u0928 #CAA \\u0915\\u0947 \\u0935\\u093f\\u0930\\u094b\\u0927 \\u092e\\u0947\\u0902 \\u092d\\u0940 \\u0939\\u094b \\u0930\\u0939\\u0947 \\u0914\\u0930 \\u0938\\u092e\\u0930\\u094d\\u0925\\u0928 \\u092e\\u0947\\u0902 \\u092d\\u0940\\u0964\\n\\n\\u0905\\u0902\\u0924\\u0930 \\u092c\\u0938 \\u0907\\u0924\\u0928\\u093e \\u0939\\u0948 \\u0915\\u093f,\\nCAA \\u0915\\u093e \\u0935\\u093f\\u2026 https://t.co/iULtTrbHXQ'",b'1220011402997501954',b'\\U0001f1ee\\U0001f1f3 SUDIP YADAV \\U0001f1ee\\U0001f1f3',b'sudip_ind',b'\\u0939\\u093f\\u0902\\u0926\\u0941\\u0938\\u094d\\u0924\\u093e\\u0928',"b'Nation First,\\nStand Up For What You Believe In,Even If It Means Standing Alone,\\nFollower Of Subhash Chandra bose, ideology,\\n\\u092f\\u093e\\u0926\\u0935 \\u0939\\u0942\\u0901,\\u0932\\u0947\\u0915\\u093f\\u0928 \\u091c\\u093e\\u0924\\u093f\\u0935\\u093e\\u0926\\u0940 \\u0928\\u0939\\u0940,\\n{FOE}'",b'1085',b'90',b'4',b'41800',b'84192',b'False',b'False',b'True',b'False',b'2015-11-24 16:03:28'
b'@BivashPrasadS @BBCHindi #IndiaSupportsCAA',b'1220011400224837632',b'\\u0936\\u093f\\u0916\\u093e \\u0905\\u0917\\u094d\\u0930\\u0935\\u093e\\u0932',b'ShikhaSanatani',b'India',"b'\\u092d\\u093e\\u0930\\u0924\\u0940\\u092f \\u0939\\u094b\\u0928\\u0947 \\u0915\\u093e \\u0917\\u0930\\u094d\\u0935 \\u0939\\u0948, #\\u091c\\u092f_\\u0936\\u094d\\u0930\\u0940\\u0930\\u093e\\u092e, #\\u0905\\u0916\\u0902\\u0921_\\u092d\\u093e\\u0930\\u0924\\n\\n\\nDM = Block, Rt is not endorsement'",b'935',b'461',b'0',b'16657',b'13384',b'False',b'False',b'True',b'False',b'2016-06-23 08:44:02'
"b'@RanaAyyub A revolution indeed, to unite Hindus like never before. \\n#IndiaSupportsCAA \\n#ISupportCAA_NRC \\n#IndiaNeedsNRC'",b'1220011374580916224',b'Samaskarebyaha',b'samskarebyaha',b'',b'Proud Hindu Nationalist.\\nFortunate to have been born as a Hindu.Ex-Secular \\n https://t.co/kWNDCluRs1',b'1216',b'4892',b'11',b'46205',b'55000',b'False',b'False',b'True',b'False',b'2015-12-03 09:56:58'
b'@ETHindi @NavbharatTimes #CAA \\u0915\\u093e \\u0935\\u093f\\u0930\\u094b\\u0927 \\u0915\\u0930\\u0928\\u0947 \\u0935\\u093e\\u0932\\u094b\\u0902 \\u0915\\u094b \\u092d\\u0947\\u091c \\u0926\\u094b \\u0907\\u0928\\u092e\\u0947\\u0902 \\u092c\\u093e\\u0902\\u0917\\u094d\\u0932\\u093e\\u0926\\u0947\\u0936 @ibhagwa_n @VaranasiSpeaks\\n#IndiaSupportsCAA',b'1220011180263202816',b'\\u0905\\u092e\\u0928 \\u0930\\u093e\\u0923\\u093e',b'AmanRanaKangra',"b'Kangra, India'","b'\\u092d\\u0940\\u0921\\u093c \\u091c\\u093f\\u0938 \\u0930\\u093e\\u0938\\u094d\\u0924\\u0947 \\u092a\\u0930 \\u091a\\u0932 \\u0930\\u0939\\u0940 \\u0939\\u0948, \\u091c\\u093c\\u0930\\u0942\\u0930\\u0940 \\u0928\\u0939\\u0940\\u0902 \\u0939\\u0948 \\u0935\\u094b \\u0938\\u0939\\u0940 \\u0939\\u094b. \\u0905\\u0915\\u0947\\u0932\\u0947 \\u0930\\u093e\\u0938\\u094d\\u0924\\u094b\\u0902 \\u092a\\u0930 \\u092d\\u0940 \\u092e\\u0902\\u091c\\u093c\\u093f\\u0932\\u0947\\u0902 \\u0907\\u0902\\u0924\\u091c\\u093c\\u093e\\u0930 \\u0915\\u0930\\u0924\\u0940 \\u0939\\u0948\\u0902... \\u091c\\u092f \\u0939\\u093f\\u0902\\u0926 \\n#SwamiVivekananda'",b'1786',b'569',b'48',b'26932',b'16601',b'False',b'False',b'True',b'False',b'2013-09-08 16:31:25'
"b'Exhibit #Bazillion on why the self-proclaimed liberals are the MOST VILE, INTOLERANT, ILLIBERAL specimens in our co\\u2026 https://t.co/sRy351TDXC'",b'1220011144825335810',b'Richa',b'TheMinioness',b'\\u092d\\u093e\\u0930\\u0924',b'\\U0001f1ee\\U0001f1f3 Bullish on the #India story \\U0001f1ee\\U0001f1f3',b'246',b'455',b'0',b'21271',b'59854',b'False',b'False',b'False',b'False',b'2019-02-12 16:51:23'
b'@RakeyshOmMehra @SrBachchan @Shankar_Live @GulzarPoetry @taran_adarsh @FarOutAkhtar @thewire_in @amirkingkhan\\u2026 https://t.co/oUb14dMK2B',b'1220011073216094217',b'harshil',b'sangharshil',b'ahmedabad',b'sangharshil\\U0001f44a\\U0001f3fb',b'35',b'100',b'0',b'622',b'735',b'False',b'False',b'True',b'False',b'2014-05-09 09:32:14'
"b""@saavy_m @IndiaToday @gauravcsawant @MCABBAS Analysis shouldn't be hate based\\n#india_is_with_narendramodi_government\\n#IndiaSupportsCAA""",b'1220010926570688513',b'TOM VADAKKAN',b'TomVadakkan2',"b'New Delhi, India'",b'Member of Bharatiya Janata Party',b'280',b'145',b'0',b'227',b'143',b'False',b'False',b'False',b'False',b'2019-03-21 02:33:37'
b'@ChouhanShivraj Vinash Kale viprit buddhi\\n@BJP4India @AmitShah\\n#IndiaSupportsCAA',b'1220010706222927875',b'Sonu Srivastava',b'sonunhai',"b'Lucknow, India'",b'Nation first',b'17',b'142',b'0',b'71',b'1042',b'False',b'False',b'True',b'False',b'2011-04-16 08:06:44'
