b'Or kab tak chup rhoge @narendramodi @AmitShah @PMOIndia \\n\\nKab tak chalegi yeh gunda gardi ??? Ya Delhi ko kashmir b\\u2026 https://t.co/3EAvDVTMvx',b'1231907381291995136',b'Gazal',b'GazalGulati',b'India',b'IN Love with @Aishu_19\\u2764\\ufe0f\\u2764\\ufe0f\\u2764\\ufe0f',b'1810',b'442',b'1',b'34478',b'33841',b'False',b'False',b'True',b'False',b'2011-06-05 14:05:47'
b'A majar (tomb) burnt in Bhjanpur area of Delhi NCR.\\n\\n#DelhiPolice\\n#Delhi \\n#CAA_NRC_NPR \\n#CAAProtest\\u2026 https://t.co/GBN6FkEDvi',b'1231907221413384192',b'The Dispatch',b'TheDispatch_',b'India',"b'The Dispatch is a News & Knowledge Media startup in India. We engage in conversations. Also like retweeting stuff of interest on journalism, politics, security'",b'1076',b'315',b'0',b'35598',b'1534',b'False',b'False',b'False',b'False',b'2017-10-30 21:18:59'
"b'Video: CAA \\u092a\\u094d\\u0930\\u0926\\u0930\\u094d\\u0936\\u0928\\u0915\\u093e\\u0930\\u0940 \\u092f\\u0941\\u0935\\u0915 \\u0928\\u0947 \\u0938\\u0930\\u0947\\u0906\\u092e \\u0915\\u0940 8 \\u0930\\u093e\\u0909\\u0902\\u0921 \\u092b\\u093e\\u092f\\u0930\\u093f\\u0902\\u0917, \\u092a\\u0941\\u0932\\u093f\\u0938\\u0915\\u0930\\u094d\\u092e\\u0940 \\u092a\\u0930 \\u0938\\u091f\\u093e \\u0926\\u093f\\u092f\\u093e \\u0924\\u092e\\u0902\\u091a\\u093e\\n#CAAProtest #Firing #Maujpur\\u2026 https://t.co/we0oi1Z4RR'",b'1231907220238897153',b'Catch Hindi',b'CatchHindi',"b'Sector 142, Noida'","b'\\u0915\\u0948\\u091a \\u0939\\u093f\\u0902\\u0926\\u0940 \\u0932\\u094b\\u0917\\u094b\\u0902 \\u0915\\u0947 \\u092c\\u0940\\u091a \\u0938\\u0902\\u0935\\u093e\\u0926 \\u0938\\u094d\\u0925\\u093e\\u092a\\u093f\\u0924 \\u0915\\u0930\\u0928\\u0947 \\u0915\\u093e \\u090f\\u0915 \\u092e\\u0902\\u091a \\u0939\\u0948.\\u092f\\u0939\\u093e\\u0902 \\u0906\\u092a\\u0915\\u094b \\u0932\\u0947\\u0916,\\u0935\\u0940\\u0921\\u093f\\u092f\\u094b \\u0914\\u0930 \\u0935\\u093f\\u0936\\u094d\\u0932\\u0947\\u0937\\u0923 \\u0915\\u0947 \\u092e\\u093e\\u0927\\u094d\\u092f\\u092e \\u0938\\u0947 \\u0926\\u0947\\u0936-\\u0926\\u0941\\u0928\\u093f\\u092f\\u093e \\u0915\\u0940 \\u0939\\u0930 \\u092c\\u0921\\u093c\\u0940 \\u0914\\u0930 \\u091c\\u093c\\u0930\\u0942\\u0930\\u0940 \\u0916\\u093c\\u092c\\u0930 \\u0938\\u0947 \\u0930\\u0942\\u092c\\u0930\\u0941 \\u0915\\u0930\\u0935\\u093e\\u0924\\u0947\\u0902 \\u0939\\u0948\\u0902.'",b'16379',b'33',b'26',b'35281',b'19',b'False',b'False',b'True',b'False',b'2015-11-13 12:20:37'
b'#DelhiPolice : A Delhi Police head constable was killed during clashes over the new citizenship law in northeast De\\u2026 https://t.co/UW2Wos4SP3',b'1231907158507130880',b'The Pioneer',b'TheDailyPioneer',b'',"b""Twitter account of India's leading independent right-thinking newspaper.""",b'19968',b'110',b'279',b'57570',b'81',b'True',b'False',b'False',b'False',b'2012-01-21 16:23:26'
b'@drharshvardhan @BJP4Delhi \\u0906\\u092a\\u0915\\u0940 \\u092a\\u093e\\u0930\\u094d\\u091f\\u0940 \\u0915\\u0947 \\u0928\\u0947\\u0924\\u093e @KapilMishra_IND \\u0915\\u094b \\u0938\\u092e\\u091d\\u093e\\u0913 \\u0928\\u0964\\n\\u0935\\u0939\\u0940 \\u0924\\u094b \\u0926\\u0902\\u0917\\u0947 \\u092d\\u0921\\u093c\\u0915\\u093e \\u0930\\u0939\\u093e \\u0939\\u0948\\u0964\\n\\n#CAAProtest',b'1231907154749095938',b'Shailesh',b'24shailesh',b'',"b""Proud SMCian || Your life is your message to the world, make sure it's Inspiring ||  Spreading Love""",b'685',b'392',b'3',b'6481',b'10397',b'False',b'False',b'False',b'False',b'2013-12-02 17:08:17'
b'\\u0b9f\\u0bc6\\u0bb2\\u0bcd\\u0bb2\\u0bbf \\u0b9a\\u0bbf.\\u0b8f.\\u0b8f \\u0b8e\\u0ba4\\u0bbf\\u0bb0\\u0bcd\\u0baa\\u0bcd\\u0baa\\u0bc1 \\u0baa\\u0bcb\\u0bb0\\u0bbe\\u0b9f\\u0bbf\\u0baf\\u0bb5\\u0bb0\\u0bcd\\u0b95\\u0bb3\\u0bcd \\u0bae\\u0bc0\\u0ba4\\u0bc1 \\u0bae\\u0bb0\\u0bcd\\u0bae \\u0ba8\\u0baa\\u0bb0\\u0bcd \\u0ba4\\u0bc1\\u0baa\\u0bcd\\u0baa\\u0bbe\\u0b95\\u0bcd\\u0b95\\u0bbf\\u0b9a\\u0bcd \\u0b9a\\u0bc2\\u0b9f\\u0bc1.\\n\\n\\u0bae\\u0bb0\\u0bcd\\u0bae \\u0ba8\\u0baa\\u0bb0\\u0bbe\\u0bae\\u0bcd.\\U0001f4a6\\n\\n#Delhi #Jafrabad\\u2026 https://t.co/QH3ur1UJ3F',b'1231907073165873152',b'\\u0b95\\u0bbf\\u0bb0\\u0bbf\\u0ba8\\u0bbe\\u0ba4\\u0bcd',b'girinath_2',b'Tirunelveli',b'dog tumlers are not human beings.!',b'1505',b'683',b'2',b'7569',b'38353',b'False',b'False',b'True',b'False',b'2018-04-17 02:00:46'
b'\\u0905\\u092c \\u0935\\u0915\\u094d\\u0924 \\u0906 \\u0917\\u092f\\u093e \\u0939\\u0948 \\u0926\\u0947\\u0936 \\u092e\\u0947\\u0902 \\u091c\\u094b \\u091c\\u0917\\u0939 \\u091c\\u0917\\u0939 \\u0936\\u093e\\u0939\\u0940\\u0928 \\u092c\\u093e\\u0917 \\u092c\\u0928 \\u0917\\u090f \\u0939\\u0948\\u0902 \\u0909\\u0928\\u0915\\u094b \\u0924\\u0941\\u0930\\u0902\\u0924 \\u0916\\u0924\\u094d\\u092e \\u0915\\u093f\\u092f\\u093e \\u091c\\u093e\\u090f\\u0964 \\u0916\\u0941\\u0932\\u0947\\u0906\\u092e \\u090f\\u0915 \\u092a\\u0941\\u0932\\u093f\\u0938 \\u0935\\u093e\\u0932\\u0947 \\u0915\\u094b \\u092e\\u093e\\u0930 \\u0926\\u093f\\u092f\\u093e\\u2026 https://t.co/x6lXDAJSRF',b'1231906957415636993',b'Vivek parashar',b'Vivekpa15893794',"b'Buenos Aires, Argentina'","b'Telecom Engineer by profession, \\n\\u0938\\u0902\\u0915\\u0932\\u094d\\u092a-\\u0905\\u0916\\u0902\\u0921 \\u092d\\u093e\\u0930\\u0924 \\u0914\\u0930 \\u0938\\u0928\\u093e\\u0924\\u0928 \\u0927\\u0930\\u094d\\u092e \\n\\u0917\\u0930\\u094d\\u0935 \\u0938\\u0947 \\u0915\\u0939\\u094b \\u0939\\u092e \\u0939\\u093f\\u0928\\u094d\\u0926\\u0942 \\u0939\\u0948\\u0902 \\u091c\\u092f \\u0936\\u094d\\u0930\\u0940 \\u0930\\u093e\\u092e'",b'18',b'47',b'0',b'271',b'510',b'False',b'False',b'True',b'False',b'2016-09-18 13:35:36'
b'\\u092a\\u0924\\u094d\\u0925\\u0930\\u092c\\u093e\\u091c\\u0940 \\u092e\\u0947\\u0902 \\u091a\\u094b\\u091f\\u093f\\u0932 \\u0939\\u094b\\u0928\\u0947 \\u0915\\u0947 \\u092c\\u093e\\u0935\\u091c\\u0942\\u0926 \\u0921\\u094d\\u092f\\u0942\\u091f\\u0940 \\u092a\\u0930 \\u0924\\u0948\\u0928\\u093e\\u0924 \\u0914\\u0930 \\u092e\\u094c\\u091c\\u092a\\u0941\\u0930 \\u0915\\u0947 \\u0915\\u0930\\u094d\\u0926\\u092e\\u092a\\u0941\\u0930 \\u092e\\u0947\\u0928 \\u0930\\u094b\\u0921 \\u092a\\u0930 \\u0939\\u093e\\u0932\\u093e\\u0924 \\u0915\\u094b \\u0938\\u092e\\u094d\\u092d\\u093e\\u0932\\u0928\\u0947 \\u0915\\u0947 \\u0932\\u093f\\u090f \\u092a\\u0941\\u0932\\u093f\\u0938\\u2026 https://t.co/BQ5alwwe7d',b'1231906946837438465',b'Anand Prakash Pandey',b'anandprakash7',b'Delhi',b'Broadcast journalist|News Enthusiast| Stand for responsible reporting| Focused on Socio-political causes| Contributing to making the world a better place!',b'968',b'334',b'7',b'3351',b'3759',b'False',b'False',b'True',b'False',b'2010-01-07 12:54:40'
b'When BJP losses--Kejriwal behind this. \\nWhen BJP wins- Kejriwal Conspiracy behind this. \\n\\nIrony is law &amp; order is u\\u2026 https://t.co/7C0Nq767wS',b'1231906812934402049',b'Mr. Bingo',b'_mrbingo',b'',"b'Satire on politics, Sports & Entertainment.\\nSAVARKAR if it hurts for my DEEN DAYAL contribution. \\U0001f64f\\U0001f64f'",b'0',b'71',b'0',b'98',b'568',b'False',b'False',b'True',b'False',b'2019-12-19 19:11:10'
b'\\u0b95\\u0bc1\\u0b9f\\u0bbf\\u0baf\\u0bc1\\u0bb0\\u0bbf\\u0bae\\u0bc8 \\u0ba4\\u0bbf\\u0bb0\\u0bc1\\u0ba4\\u0bcd\\u0ba4 \\u0b9a\\u0b9f\\u0bcd\\u0b9f\\u0ba4\\u0bcd\\u0ba4\\u0bbf\\u0bb1\\u0bcd\\u0b95\\u0bc1 \\u0b8e\\u0ba4\\u0bbf\\u0bb0\\u0bbe\\u0b95 \\u0baa\\u0bcb\\u0bb0\\u0bbe\\u0b9f\\u0bcd\\u0b9f\\u0bae\\u0bcd: \\u0b9f\\u0bc6\\u0bb2\\u0bcd\\u0bb2\\u0bbf\\u0baf\\u0bbf\\u0bb2\\u0bcd \\u0bb5\\u0ba9\\u0bcd\\u0bae\\u0bc1\\u0bb1\\u0bc8 - \\u0baa\\u0bcb\\u0bb2\\u0bc0\\u0bb8\\u0bcd\\u0b95\\u0bbe\\u0bb0\\u0bb0\\u0bcd \\u0baa\\u0bb2\\u0bbf ; \\u0ba4\\u0bc1\\u0baa\\u0bcd\\u0baa\\u0bbe\\u0b95\\u0bcd\\u0b95\\u0bbf \\u0b9a\\u0bc2\\u0b9f\\u0bc1...\\u2026 https://t.co/fv8Yt6GGdB',b'1231906696080965632',b'DailyThanthi',b'dinathanthi',b'Chennai',b'#DailyThanthi No.1 #Tamil News website. \\u0ba4\\u0bae\\u0bbf\\u0bb4\\u0b95 \\u0bae\\u0b95\\u0bcd\\u0b95\\u0bb3\\u0bbf\\u0ba9\\u0bcd \\u0bb5\\u0bbe\\u0bb4\\u0bcd\\u0b95\\u0bcd\\u0b95\\u0bc8\\u0baf\\u0bcb\\u0b9f\\u0bc1\\u0bae\\u0bcd \\u0ba4\\u0bae\\u0bbf\\u0bb4\\u0b95 \\u0bb5\\u0bb0\\u0bb2\\u0bbe\\u0bb1\\u0bcd\\u0bb1\\u0bcb\\u0b9f\\u0bc1\\u0bae\\u0bcd \\u0b87\\u0bb0\\u0ba3\\u0bcd\\u0b9f\\u0bb1\\u0b95\\u0bcd\\u0b95\\u0bb2\\u0ba8\\u0bcd\\u0ba4 \\u0ba8\\u0bae\\u0bcd\\u0baa\\u0bb0\\u0bcd 1 #\\u0ba4\\u0bae\\u0bbf\\u0bb4\\u0bcd \\u0ba8\\u0bbe\\u0bb3\\u0bbf\\u0ba4\\u0bb4\\u0bcd #\\u0ba4\\u0bbf\\u0ba9\\u0ba4\\u0bcd\\u0ba4\\u0ba8\\u0bcd\\u0ba4\\u0bbf',b'454293',b'73',b'367',b'193255',b'3',b'True',b'False',b'False',b'False',b'2011-01-04 11:17:25'
